OBJECTID,Shape,codigo,nombre,riesgo,descripcion,tipo_amenaza,categoria_proteccion,subcategoria_proteccion,Shape_Length,Shape_Area
215,"(4719722.834628458, 2247842.3397852187)",0813-47,Villatina,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,488.4740670752038,271.98078433438155

216,"(4719597.388097157, 2247779.5500327456)",0813-29,Villatina,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,155.28427787350398,80.34490676418744

217,"(4719926.174740273, 2248103.6813298017)",0814-18,San Antonio,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,220.65279353073035,186.51340351316114

218,"(4719966.128056566, 2248154.608772435)",0816-5,Villa Turbay,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,124.92409491960595,114.12343298026828

219,"(4719921.570095621, 2248095.398362597)",0819-6,Villa Lilliam,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,179.19055127195838,100.02282354622669

220,"(4719588.964788831, 2247784.6433572816)",0819-4,Villa Lilliam,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,158.2138240325934,300.8104262399719

221,"(4720009.138642163, 2248286.855795952)",9003-30,Piedras Blancas - Matasano,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,616.7699709995331,621.9870934167773

222,"(4717729.121790857, 2248341.12023837)",0906-1,Barrio Caycedo,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,812.1409851812756,3919.8961286074077

223,"(4718204.368828813, 2248338.0785532487)",0810-4,El Pinal,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,1149.1797408410355,5973.974874364117

224,"(4718337.658178209, 2248206.1230052137)",0905-4,Alejandro Echavarr�a,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,2347.579817467276,17325.222422132974

225,"(4717797.118884562, 2248203.8321404797)",0905-1,Alejandro Echavarr�a,Con condiciones de riesgo,Zona con condiciones de riesgo por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona con condiciones de riesgo,42.63210934386602,89.48821660605223

226,"(4719221.313444074, 2247371.4127822267)",0902-3,Barrios de Jes�s,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,,,,22.073376245888152,6.796873447021246

227,"(4719205.852166667, 2247359.4618)",0902-2,Barrios de Jes�s,Alto riesgo no mitigable,Zona de alto riesgo no mitigable por avenidas torrenciales,Avenidas Torrenciales,�reas de Amenaza y Riesgo,Zona de riesgo no mitigable,0.7590460303274056,0.0008113750528562814

228,"(4719210.147313762, 2247363.167305747)",0902-3,Barrios de Jes�s,Riesgo bajo,Zona de riesgo bajo por avenidas torrenciales,,,,24.666696540253298,5.465049967077572

